triplet_id,sub_label,rel_label,obj_label
61027,spondylitis ankylosing,ML,il6
61028,dyrk1b,E,dyrk1b
61029,ppp2ca,GG,map2k4
61030,kl,P,cerebrovascular disorders
61031,tsg101,GG,map4k4
61032,phenoxybenzamine,T,stroke
61033,diabetes mellitus,ML,gck
61034,thioridazine,CC,maprotiline
61035,methylprednisolone,T,neoplasms
61036,betamethasone,Sa,glaucoma
61037,avp,P,genital neoplasms female
61038,csnk1g3,GG,melk
61039,erlotinib,Sa,liver diseases
61040,abcc8,Ra,hadh
61041,eif2s3,GG,flt4
61042,akr1c3,U,ovarian cysts
61043,stat3,Rg,akt1
61044,lomustine,N,ccno
61045,glimepiride,CC,pipotiazine
61046,hrg,P,inflammation
61047,mgll,GG,lipc
61048,dronabinol,T,neoplasms
61049,arthritis rheumatoid,ML,tlr3
61050,erbb2,Ra,bax
61051,notch2,E,pura
61052,mapk8,GG,mapkapk5
61053,fenofibrate,E,psen1
61054,estradiol,E,krt13
61055,tirofiban,T,cerebrovascular disorders
61056,agt,K,olmesartan
61057,mecp2,Ra,gbe1
61058,dctd,GG,upp1
61059,phenylephrine,B,isyna1
61060,gefitinib,T,diarrhea
61061,kidney diseases,ML,ret
61062,seizures,ML,cst3
61063,bglap,P,overweight
61064,cdkn2a,E,dhfr
61065,neoplasms,ML,wnt4
61066,fibromyalgia,X,pomc
61067,azathioprine,I,hprt1
61068,hsd17b2,U,genital neoplasms female
61069,hla drb1,P,uveitis
61070,cav1,P,ichthyosis
61071,pdgfra,Ra,nras
61072,cyclosporine,Sa,stroke
61073,halothane,Pr,coronary disease
61074,sox3,Ra,pou1f1
61075,intestinal neoplasms,ML,ccr4
61076,propranolol,N,ace
61077,sptlc1,Ra,cetp
61078,jak2,B,rac1
61079,bcl2,Rg,nkx2 1
61080,genital neoplasms female,ML,pten
61081,seizures,ML,usp9x
61082,picalm,B,app
61083,fshb,GG,xpo1
61084,naratriptan,CC,droxidopa
61085,amisulpride,Sa,neuroectodermal tumors
61086,tfg,GG,traf3
61087,trh,P,myotonic dystrophy
61088,oxt,Iw,eda
61089,carcinoma bronchogenic,ML,ror1
61090,fgb,GG,orm1
61091,atf3,E,prkaa2
61092,demyelinating autoimmune diseases cns,ML,slc7a11
61093,pon1,Ra,slc19a1
61094,irf6,P,tooth abnormalities
61095,txk,E,ifng
61096,amrinone,T,cardiomyopathy dilated
61097,atp5a1,GG,atp5c1
61098,tubb,GG,slc25a4
61099,mif,P,arteriosclerosis
61100,pik3r3,Rg,vegfa
61101,ins,Rg,akt1
61102,eif4g1,GG,mknk1
61103,mmp8,GG,tcn1
61104,malathion,T,vasculitis
61105,thbs1,Ra,tgfb1
61106,clozapine,CC,quazepam
61107,vegfa,Ra,dpyd
61108,levofloxacin,Pr,lung injury
61109,cd27,Q,cd7
61110,neoplasms,ML,pgk1
61111,trim37,GG,ube2d2
61112,arthritis,ML,ncf1
61113,toremifene,T,kidney neoplasms
61114,fluvoxamine,CC,rivaroxaban
61115,intestinal neoplasms,X,areg
61116,mapk8,GG,mapkapk3
61117,aldh6a1,GG,mccc2
61118,ptk2b,Ra,ptk2
61119,chd1,E,runx1
61120,tnc,Q,tgfbi
61121,klk1,P,parkinson disease
61122,masp2,I,immune system diseases
61123,metronidazole,T,periodontitis
61124,ndufc2,GG,ndufs6
61125,ddx6,GG,ppp1ca
61126,pim1,E,mmp9
61127,lgals3,B,cxcl10
61128,clcn1,GG,best1
61129,ikbkb,GG,mapk10
61130,diethylstilbestrol,Sa,depression
61131,clcn1,GG,ano1
61132,pik3cb,I,flt4
61133,syk,E,tpm1
61134,gpx4,Q,gpx1
61135,mmp7,P,intestinal neoplasms
61136,naloxone,T,arteriosclerosis
61137,lyn,E,ptprc
61138,systemic inflammatory response syndrome,ML,hmox1
61139,pcna,Ra,casp3
61140,faslg,Q,cd40lg
61141,stat4,Rg,stat1
61142,dexamethasone,T,sensation disorders
61143,pre eclampsia,X,slc17a5
61144,cd4,Q,socs3
61145,cyp1a2,E,ifng
61146,avp,Iw,aqp1
61147,genital neoplasms female,ML,efemp2
61148,eif2s3,GG,eif4e
61149,celecoxib,E,gli1
61150,il1b,Iw,ivd
61151,vegfa,Rg,pkd1
61152,neoplasm metastasis,ML,ep300
61153,ctsk,U,osteochondrodysplasias
61154,zfpm2,GG,hdac1
61155,p4hb,GG,atp5b
61156,cdkn2a,Q,zeb1
61157,capecitabine,T,leukopenia
61158,npy,B,pnmt
61159,rad50,U,neoplasms
61160,doxycycline,N,icam1
61161,prtn3,B,tnf
61162,ar,Rg,nr3c1
61163,gabbr1,GG,nck1
61164,plaur,Te,systemic inflammatory response syndrome
61165,clorazepate,CC,yohimbine
61166,gsk3b,E,cdk5
61167,triamcinolone,T,pulpitis
61168,ngf,P,pulmonary disease chronic obstructive
61169,ndufaf1,GG,rars2
61170,asns,GG,aldh18a1
61171,fcn2,Rg,fcn2
61172,spp1,E,hmox1
61173,lrp5,Q,lrp5
61174,probucol,T,renal insufficiency
61175,tank,GG,isg15
61176,gphn,GG,gabra3
61177,anemia sickle cell,ML,nos3
61178,chlorthalidone,Sa,glaucoma
61179,casp3,I,carcinoma bronchogenic
61180,creb1,Q,fos
61181,clcn2,GG,scn1b
61182,melanoma,ML,nos1
61183,papaverine,Sa,hypertension
61184,cyp2e1,Ra,pc
61185,neoplasms,ML,egf
61186,camp,E,fpr1
61187,gamma hydroxybutyric acid,Pr,bradycardia
61188,clonidine,T,diarrhea
61189,il1b,P,fatty liver
61190,respiratory tract neoplasms,ML,pdcd1
61191,serpina1,P,liver cirrhosis
61192,col1a1,Rg,adamts2
61193,carcinoma,ML,kl
61194,chrm4,GG,hcrtr1
61195,eng,P,arteriosclerosis
61196,gck,Ra,slc16a1
61197,kcnh2,Te,brugada syndrome
61198,angpt1,Ra,tf
61199,mapk14,GG,hdac1
61200,fth1,U,neoplasms
61201,avp,B,avpr1b
61202,gtf2h5,Rg,gtf2h5
61203,ifnar1,GG,eif2ak2
61204,everolimus,T,purpura thrombocytopenic idiopathic
61205,nos3,Rg,rac1
61206,neurofibromatoses,Iw,mental retardation x linked
61207,monobenzone,Sa,hypopigmentation
61208,neoplasms neuroepithelial,ML,ilk
61209,ncam1,Ra,mlc1
61210,cat,P,alzheimer disease
61211,nfe2l2,Rg,nr3c1
61212,csf2,E,klf6
61213,lamc3,GG,lama3
61214,respiratory tract neoplasms,ML,cbr1
61215,mapk8,B,nr1h4
61216,hdac2,GG,gatad1
61217,prx,P,seizures
61218,setx,U,cerebellar diseases
61219,ketoconazole,CC,deferasirox
61220,mag,Rg,mbp
61221,ranitidine,I,cyp2c19
61222,erythromycin,CC,ifosfamide
61223,pioglitazone,E,slc2a1
61224,nkx2 1,Rg,ccnd1
61225,rifabutin,CC,alfentanil
61226,cocaine,Sa,heart arrest
61227,lta4h,GG,ptges
61228,abcb1,Rg,cyp3a4
61229,lgals3,E,tnf
61230,pancreatic neoplasms,ML,s100a4
61231,aldh1a1,GG,nos2
61232,dexamethasone,Iw,tg
61233,tbxa2r,Te,blood coagulation disorders
61234,vegfa,Rg,cdkn2a
61235,chrnb3,GG,chrna10
61236,oxtr,Ra,bcl2
61237,klf4,U,meningioma
61238,neurofibromatoses,Iw,congenital abnormalities
61239,neoplasms,X,pin1
61240,tf,P,dyskinesias
61241,cilastatin,T,infections
61242,stat3,B,dicer1
61243,ptpn11,Rg,sox2
61244,gstp1,B,sox17
61245,camp,E,ctgf
61246,fas,GG,rhoa
61247,igf1,P,cystic fibrosis
61248,egfr,E,epha2
61249,irf8,U,hematologic neoplasms
61250,simvastatin,N,cyp3a4
61251,siglec1,Rg,siglec1
61252,capreomycin,CC,gentamicin
61253,simvastatin,Pr,systemic inflammatory response syndrome
61254,mbl2,U,systemic inflammatory response syndrome
61255,sil1,Rg,ahr
61256,sgcd,Ra,tnnt2
61257,tnf,B,rps6kb1
61258,demyelinating autoimmune diseases cns,ML,pon1
61259,cyp4f2,P,brain diseases metabolic inborn
61260,thbs1,P,dyskinesias
61261,cnr2,P,fibrosis
61262,tlr3,U,macular degeneration
61263,gdnf,P,analgesia
61264,sarcoma,ML,igf1
61265,benzylpenicillin,I,slco3a1
61266,prkcq,GG,trpc7
61267,lep,Q,csf1r
61268,haloperidol,CC,fentanyl
61269,vegfa,Z,melatonin
61270,hla a,GG,hla g
61271,dars,GG,ivd
61272,gck,Ra,gckr
61273,csf3,GG,itgb2
61274,casr,I,plce1
61275,pgf,E,vegfa
61276,orphenadrine,CC,paliperidone
61277,milrinone,Sa,arrhythmias cardiac
61278,gc,P,hypothalamic diseases
61279,vitamin e,Pr,neurologic manifestations
61280,casp8,Rg,tlr4
61281,breast neoplasms,ML,spint2
61282,ms4a1,E,il2
61283,milrinone,T,systemic inflammatory response syndrome
61284,metoclopramide,Sa,erectile dysfunction
61285,stk4,GG,g6pc3
61286,gastrointestinal neoplasms,ML,aldob
61287,ccl2,Ra,tnfaip3
61288,fcer1a,GG,map2k7
61289,gstp1,Ra,umps
61290,igf1,GG,camk1g
61291,gatm,Z,l arginine
61292,lcat,Ra,lipc
61293,quinidine,N,cyp1a2
61294,neoplasm metastasis,ML,lgr5
61295,tgfb1,Q,ifng
61296,brca1,Q,ar
61297,pex12,I,brain diseases metabolic
61298,abcg2,I,clozapine
61299,meningioma,ML,chek2
61300,fcer2,U,otorhinolaryngologic neoplasms
61301,ckm,GG,lap3
61302,adm,P,adrenal cortex neoplasms
61303,vitamin c,T,fractures bone
61304,mapk9,Rg,mapk9
61305,enosf1,GG,sord
61306,hgf,Rg,nfkbia
61307,il10,P,coronary disease
61308,dimethyl sulfoxide,T,spinocerebellar degenerations
61309,klf11,U,diabetes mellitus
61310,p4ha1,GG,p4ha2
61311,c5,E,tnf
61312,taf1,B,tbp
61313,cfh,Ra,fgg
61314,losartan,T,nephritis
61315,rel,Ra,bcl10
61316,tnf,E,cd80
61317,atf1,Q,hipk2
61318,cyp2b6,Q,cyp2e1
61319,fshr,Rg,lhcgr
61320,ccr5,U,uveitis
61321,hsd3b1,Ra,insl3
61322,insl3,P,adnexal diseases
61323,mycophenolate mofetil,CC,oxacillin
61324,voriconazole,T,leukopenia
61325,top1,I,leukopenia
61326,nimodipine,T,brain diseases
61327,quinacrine,T,renal insufficiency
61328,hspa5,P,fibrosis
61329,simvastatin,E,nos3
61330,norepinephrine,CC,fluticasone propionate
61331,il4,P,leukopenia
61332,cdk7,GG,prkce
61333,acaca,GG,ifit1
61334,propranolol,T,sleep disorders intrinsic
61335,smad1,GG,pten
61336,slc1a6,P,major depressive disorder and accelerated response to antidepressant drug treatment
61337,olanzapine,Sa,urination disorders
61338,ppard,U,stroke
61339,eif3a,Rg,eif3a
61340,mif,P,arterial occlusive diseases
61341,heroin,T,pain
61342,icam1,Te,gastrointestinal neoplasms
61343,gja1,Rg,acvr1
61344,bmpr2,Ra,acvrl1
61345,habp2,E,tfpi
61346,il17a,E,il1b
61347,panx1,P,ischemia
61348,mapk14,GG,cxcr4
61349,gabapentin,CC,rotigotine
61350,vegfa,I,carcinoma bronchogenic
61351,nrl,B,optn
61352,metformin,T,respiratory hypersensitivity
61353,doxylamine,CC,buspirone
61354,il3,E,csf2
61355,iron,T,hypoproteinemia
61356,syk,B,hdac1
61357,dao,GG,agxt
61358,leukopenia,An,leukopenia
61359,gzmb,GG,eea1
61360,rdx,E,prkca
61361,papaverine,T,thrombosis
61362,piroxicam,E,me1
61363,smad6,E,prom1
61364,il1r2,E,mif
61365,zmynd11,GG,myb
61366,cdkn1a,Ra,cdk6
61367,prazosin,T,pain
61368,cd22,Q,icam1
61369,cacna2d3,GG,cacng1
61370,oprk1,P,fatty liver
61371,ahr,Rg,atp5a1
61372,clcn7,GG,plekhm1
61373,atropine,Sa,flushing
61374,il4,E,cd70
61375,tyr,Q,mlana
61376,ahcy,GG,got1
61377,carcinoma,ML,lgals1
61378,map2k6,GG,rps6kb1
61379,pilocarpine,B,fos
61380,mecamylamine,CC,diazoxide
61381,systemic inflammatory response syndrome,ML,tnf
61382,fkbp5,P,major affective disorder 7
61383,cefoperazone,T,liver cirrhosis
61384,ccl3,Rg,ccl11
61385,fas,Te,wilms tumor
61386,tdp1,Q,parp1
61387,stat3,P,aortic aneurysm
61388,choline,T,neoplasm metastasis
61389,nod2,Q,gli2
61390,ncf2,GG,mapk1
61391,cxcl10,E,trem1
61392,shbg,Q,esr1
61393,ctdp1,GG,pcsk7
61394,adenosine,T,diabetes mellitus
61395,gnat1,GG,arrb2
61396,lamotrigine,T,perceptual disorders
61397,thiamine,E,slc2a1
61398,nod1,Rg,nfkb1
61399,cd209,E,ms4a1
61400,inflammatory bowel diseases,ML,tnfsf10
61401,ccnd1,P,carcinoma
61402,ctbp1,GG,nos1
61403,cisplatin,E,ass1
61404,inf2,U,hereditary sensory and motor neuropathy
61405,valganciclovir,T,leukopenia
61406,infarction,ML,avp
61407,cacna1c,Ra,disc1
61408,tp53,E,hmox1
61409,aars,GG,kif5c
61410,bmp4,E,kras
61411,ncam1,GG,reep5
61412,prkca,Rg,plcb4
61413,diclofenac,Sa,thrombocytopenia
61414,lsm6,GG,sox2
61415,lyn,Ra,stat5a
61416,prop1,Ra,srd5a1
61417,metformin,Sa,arthritis rheumatoid
61418,triprolidine,CC,phenmetrazine
61419,il1b,I,pain postoperative
61420,trpc7,GG,dgke
61421,stmn1,U,myelodysplastic syndromes
61422,csf3,Q,il1rn
61423,stambp,GG,usp14
61424,prss8,B,msmb
61425,jup,GG,cep290
61426,hsp90aa1,Z,nitric oxide
61427,pdgfra,Rg,kitlg
61428,il4r,B,il2rb
61429,fentanyl,Sa,glucosephosphate dehydrogenase deficiency
61430,cdkn2a,Rg,smarca4
61431,cdc7,D,breast neoplasms
61432,cnbp,Rg,prmt1
61433,sildenafil,T,colitis
61434,phenobarbital,Sa,drug toxicity
61435,dusp1,Q,cd38
61436,carcinoma bronchogenic,ML,myh9
61437,thiopental,I,gabra2
61438,lidocaine,Sa,erythema nodosum
61439,sgca,GG,myot
61440,prx,E,prdx2
61441,linezolid,CC,tranylcypromine
61442,slc1a1,GG,slc15a2
61443,ptpn22,U,vasculitis
61444,etoposide,N,adam10
61445,abcb4,P,colitis
61446,methylprednisolone,T,pancytopenia
61447,cdkn1b,P,genital neoplasms female
61448,doxorubicin,T,uterine diseases
61449,tacr1,Rg,tacr1
61450,cebpb,Q,pax6
61451,cdkn1b,Rg,ccne1
61452,cyp2a6,I,lymphoma non hodgkin
61453,gata4,Rg,sumo1
61454,il1b,E,nsf
61455,gpd2,GG,agps
61456,prkca,B,pth
61457,ddah1,P,arteriosclerosis
61458,slc12a6,Z,potassium chloride
61459,alox5ap,Rg,csf2
61460,fabp6,GG,angptl4
61461,propofol,T,neuromuscular manifestations
61462,src,Te,leukemia
61463,fingolimod,A,s1pr1
61464,ebp,Rg,sqle
61465,disc1,B,bace1
61466,rps6kb1,Rg,ulk1
61467,ctgf,P,leukemia lymphoid
61468,ceacam3,Q,ccr3
61469,pdyn,Rg,cacna1a
61470,foxm1,Q,tp53
61471,zafirlukast,CC,warfarin
61472,doxazosin,CC,amrinone
61473,carbachol,E,mapk8
61474,tlr4,P,purpura
61475,cefepime,Pr,kidney diseases
61476,topors,GG,ddb2
61477,tsc1,Q,gfap
61478,pdgfa,B,ctgf
61479,iron,J,carotid stenosis
61480,hp,P,hypertension pulmonary
61481,egf,Q,ccnd1
61482,adcy9,I,heart arrest
61483,cd28,Q,icam1
61484,carcinoma,X,gpr87
61485,hmgb1,P,arteriosclerosis
61486,eef1a1,GG,vars
61487,prom1,Q,sp1
61488,cd8a,Q,klrd1
61489,rara,Ra,pin1
61490,ly96,GG,s100a1
61491,pomc,E,mc1r
61492,prkci,GG,ttr
61493,ptpn1,Ra,pts
61494,oxandrolone,CC,pentamidine
61495,slc22a7,O,irinotecan
61496,flt1,Rg,bcl2
61497,nicardipine,T,neurobehavioral manifestations
61498,il1b,Rg,ccl20
61499,cr1,Q,csf2ra
61500,genital neoplasms female,ML,mdm2
61501,brd4,Te,paraproteinemias
61502,fluconazole,CC,dicoumarol
61503,tbp,Iw,drug toxicity
61504,tlr7,Q,tlr6
61505,mifepristone,CC,tacrolimus
61506,lck,Q,ms4a1
61507,impa2,Q,impa1
61508,abcg2,E,jun
61509,fcgr3a,Q,ncam1
61510,esr1,Q,il1r2
61511,csf3,E,csf3
61512,p2rx7,P,mood disorder
61513,grm5,Rg,grm4
61514,acitretin,T,dermatitis exfoliative
61515,tlr2,E,tlr3
61516,prmt1,GG,rxra
61517,mitomycin,CC,vinblastine
61518,map2k6,Q,map2k1
61519,gstt1,Ra,gstm1
61520,purpura thrombocytopenic idiopathic,ML,mica
61521,gsr,P,cerebrovascular disorders
61522,ddc,Rg,ddc
61523,il1r2,Ra,chrm3
61524,paclitaxel,N,csf3
61525,ogg1,Ra,parp1
61526,grin2a,GG,nedd4
61527,leukemia lymphoid,ML,hdac6
61528,tp53,Ra,e2f1
61529,neoplasms squamous cell,ML,cdh2
61530,codeine,I,cyp3a5
61531,sh2d1a,GG,cdc42
61532,alas1,GG,sptlc2
61533,abca3,GG,sftpc
61534,slco1b1,GG,slc22a4
61535,eif2ak1,P,anemia
61536,plcg2,I,itga2
61537,carcinoma,ML,vegfa
61538,dnmt1,Q,mlh1
61539,tlr2,Ra,mapk7
61540,tek,Q,notch1
61541,il18,Q,tlr5
61542,cxcl10,E,ccl20
61543,secobarbital,CC,isosorbide mononitrate
61544,fyn,Iw,isyna1
61545,gzmb,Iw,ar
61546,mirtazapine,I,adra2c
61547,infarction,ML,tfg
61548,chrna1,GG,chrnb2
61549,esr1,Rg,prl
61550,nr0b2,Q,hnf4a
61551,klk2,GG,pik3r1
61552,boceprevir,Sa,consciousness disorders
61553,acacb,I,prkaa1
61554,creb1,Rg,gli3
61555,hlcs,GG,cul3
61556,myc,E,mycbp
61557,ccl3,Rg,pde4b
61558,dexamethasone,CC,simeprevir
61559,akt1,Rg,pparg
61560,ca5b,GG,ca8
61561,secobarbital,CC,ketamine
61562,bad,E,egf
61563,kat5,B,il3
61564,htr2b,I,hypertension pulmonary
61565,simvastatin,T,genital neoplasms male
61566,il15,P,body weight changes
61567,cyp2j2,GG,ptger3
61568,dermatitis herpetiformis,X,il17a
61569,dntt,GG,ttr
61570,slc6a14,GG,slc7a7
61571,pyy,P,malnutrition
61572,camp,Iw,slco2a1
61573,clu,GG,fga
61574,pgr,GG,stat3
61575,meningioma,ML,sst
61576,pitpna,GG,uqcrh
61577,esr1,E,cyp11a1
61578,halothane,I,cyp2c9
61579,gad1,GG,gad2
61580,quinidine,CC,lopinavir
61581,duloxetine,CC,brimonidine
61582,chuk,GG,il1a
61583,bicd2,GG,pla2g6
61584,rosuvastatin,I,slco1b3
61585,irf5,B,il2rb
61586,ipratropium bromide,T,respiratory hypersensitivity
61587,fgfr1,P,muscular atrophy
61588,tamoxifen,Sa,thrombophilia
61589,fgf3,Ra,fgf4
61590,kidney diseases,ML,tk1
61591,gch1,GG,nos3
61592,pde6a,GG,bbs1
61593,osm,E,ccl11
61594,dacarbazine,T,lymphoma
61595,nitric oxide,E,thbd
61596,cdkn2a,Ra,sdhb
61597,crebbp,GG,f2
61598,mirabegron,T,mouth diseases
61599,akr7a2,Ra,flt3
61600,sds,Iw,igfbp3
61601,pdgfd,Ra,pdgfra
61602,gstm1,I,epidermal necrolysis toxic
61603,tlr4,P,liver failure
61604,moclobemide,T,hemorrhage
61605,lupus erythematosus systemic,ML,cdkn2a
61606,prednisone,CC,vildagliptin
61607,atm,GG,ccnd1
61608,cxcl10,E,il16
61609,enpp1,Rg,ddit3
61610,gad1,Q,gad2
61611,mapk7,GG,mknk1
61612,ins,Rg,foxo1
61613,hypertension,ML,igf1
61614,colec10,GG,masp2
61615,bmp7,Rg,epo
61616,cdkn1a,Ra,timp3
61617,cda,Iw,dck
61618,ppargc1a,E,nr1h4
61619,lmnb1,GG,lmnb2
61620,muc7,GG,muc16
61621,il1b,Rg,map2k1
61622,topiramate,Sa,acidosis
61623,edn1,P,infarction
61624,slc2a4,Rg,ppara
61625,ugt1a7,Rg,ugt1a3
61626,lias,GG,ogdh
61627,cyp1a1,I,heart defects congenital
61628,mapk14,GG,ppm1a
61629,cat,P,kidney neoplasms
61630,gsk3b,B,hnf4a
61631,rhd,Q,abo
61632,prazosin,N,ace
61633,bhmt,B,nr0b2
61634,crygd,GG,hsf4
61635,ethe1,Rg,casp9
61636,cimetidine,CC,desipramine
61637,runx2,Rg,spp1
61638,b2m,GG,cd3e
61639,il17a,Te,periodontitis
61640,il3ra,GG,sos1
61641,mdm4,GG,uba1
61642,mpo,Rg,il17a
61643,iron,J,motor neuron disease
61644,lymphoma non hodgkin,ML,cd19
61645,flurbiprofen,CC,balsalazide
61646,fyn,GG,pfn1
61647,bach1,Q,ikzf1
61648,tyms,Ra,slc22a7
61649,klk7,GG,capn5
61650,fibrosis,ML,akr1c2
61651,tgfb1,Ra,raf1
61652,temsirolimus,T,lymphoma non hodgkin
61653,vwf,P,cerebrovascular disorders
61654,gastrointestinal neoplasms,ML,klk6
61655,dopamine,J,renal insufficiency
61656,mapk14,GG,scn8a
61657,methylphenidate,E,pomc
61658,fluorouracil,T,gastrointestinal neoplasms
61659,nos2,GG,slc7a5
61660,hba1,GG,aqp1
61661,hexafluronium,I,bche
61662,vorinostat,T,leukemia myeloid
61663,gh1,Te,diabetes mellitus
61664,gastrointestinal neoplasms,ML,ptpn1
61665,mif,E,ptprc
61666,carbamazepine,CC,ticagrelor
61667,oca2,B,stat3
61668,acsbg1,GG,ubc
61669,sry,B,jund
61670,ccnd1,E,dkk1
61671,vegfa,Rg,akt1
61672,dusp6,P,hypersensitivity
61673,vegfa,O,colchicine
61674,ctgf,Rg,yap1
61675,rad52,GG,tuba1a
61676,ggt1,GG,acy1
61677,cdk2,E,pik3ca
61678,irf1,GG,irf7
61679,acacb,U,diabetes mellitus
61680,pim2,GG,mapk8
61681,ctnnb1,B,ndrg1
61682,chlorpropamide,CC,pasireotide
61683,il1b,E,il4
61684,flt1,Q,fgf7
61685,egf,E,map3k8
61686,epirubicin,T,intestinal neoplasms
61687,il2,E,mapk1
61688,cdk6,Rg,serping1
61689,runx2,P,thyroid neoplasms
61690,tuba1c,E,actg1
61691,tolterodine,CC,clarithromycin
61692,cyp4a11,GG,lta4h
61693,pentazocine,Sa,respiratory insufficiency
61694,flt3,E,stat5a
61695,rps14,GG,rpl23
61696,nimodipine,CC,methylphenidate
61697,gli3,B,ctnnb1
61698,il7,P,hepatitis
61699,ccne1,Ra,krt5
61700,mezlocillin,T,pneumonia
61701,abcb1,K,darunavir
61702,familial mediterranean fever,Iw,cerebral small vessel diseases
61703,infections,ML,fmo3
61704,melanoma,ML,ror2
61705,atox1,GG,slc11a1
61706,trovafloxacin,T,meningitis
61707,hepatitis chronic,ML,lcn2
61708,pdgfrb,Q,atxn1
61709,tlr1,Q,tlr1
61710,gabrb1,GG,htr3b
61711,hesx1,P,hypertension pulmonary
61712,van der woude syndrome,ML,abcc1
61713,pdcd1,P,uterine diseases
61714,cp,I,cerebellar diseases
61715,sdhc,Ra,epas1
61716,mef2c,Ra,vegfa
61717,myh9,U,cataract
61718,chloramphenicol,Sa,anemia hemolytic
61719,amacr,GG,urod
61720,insr,GG,ptprc
61721,genital neoplasms female,ML,adipoq
61722,busulfan,T,leukemia
61723,pex6,GG,hao1
61724,actb,Rg,tbp
61725,agtr1,Rg,mas1
61726,crh,E,tp53
61727,mpl,Ra,cbl
61728,stat3,P,carcinoma
61729,uterine diseases,ML,ptk2
61730,pamidronate,CC,oxaprozin
61731,tnik,GG,dst
61732,urologic neoplasms,ML,vim
61733,il1b,E,shbg
61734,hdac3,B,bcl2
61735,pik3ca,P,respiratory tract neoplasms
61736,hmox1,Ra,akt2
61737,vcp,B,prkdc
61738,mapk14,Ra,gsk3a
61739,tnfsf11,Rg,bmp4
61740,lamivudine,T,kidney diseases
61741,procaine,E,ins
61742,osteoarthritis,ML,nampt
61743,tp53,E,ccl2
61744,egfr,Rg,vim
61745,kdr,Q,csf2
61746,ccnb1,Rg,muc1
61747,leukemia,ML,abl1
61748,hmgb1,P,schizophrenia
61749,arthritis rheumatoid,ML,cdh11
61750,chlorzoxazone,C,neoplasms neuroepithelial
61751,hao1,E,tp53
61752,ctla4,Te,respiratory hypersensitivity
61753,nizatidine,I,hrh2
61754,flt1,Q,tp53
61755,cacna1a,Ra,msh2
61756,traf3ip2,I,hepatitis viral human
61757,muc2,Ra,tff2
61758,gsk3b,Rg,ctnnb1
61759,omeprazole,N,cyp2c9
61760,doxorubicin,T,urologic neoplasms
61761,colchicine,T,infertility
61762,fasn,Ra,esr1
61763,trmu,GG,rars2
61764,overweight,ML,drd2
61765,etoposide,C,uterine diseases
61766,slc26a4,Ra,sat1
61767,ifng,Rg,nos1
61768,trimipramine,CC,acepromazine
61769,dexamethasone,T,pneumonia
61770,acvr1b,Ra,men1
61771,cxcr4,B,tbx1
61772,pdcd1,D,kidney neoplasms
61773,tcn1,B,cbl
61774,leukemia lymphoid,ML,tlr7
61775,il15,Te,demyelinating autoimmune diseases cns
61776,gem,Iw,gc
61777,dkk1,Q,stk11
61778,gh1,I,hypothalamic diseases
61779,fancc,GG,por
61780,carcinoma,ML,pax8
61781,gefitinib,CC,simeprevir
61782,hgf,E,pdgfa
61783,genital neoplasms female,ML,ephb4
61784,gabra1,GG,grin2d
61785,liver cirrhosis biliary,ML,lbr
61786,neurofibromatosis 1,Iw,malformations of cortical development
61787,krt7,Te,non alcoholic fatty liver disease
61788,cxcr4,P,nephritis
61789,adipoq,Q,apoh
61790,phenindione,CC,estropipate
61791,mybpc3,GG,acta1
61792,pregabalin,T,epilepsy
61793,cfh,GG,serpina1
61794,xbp1,Q,tp53
61795,pioglitazone,T,cocaine related disorders
61796,adamts5,GG,adamts1
61797,il6,B,men1
61798,erlotinib,T,central nervous system neoplasms
61799,il17a,Q,cd4
61800,hepatitis b,ML,psmb9
61801,ass1,GG,sumo1
61802,vegfa,E,tnfsf12
61803,lovastatin,Pr,drug toxicity
61804,sirt1,Rg,tp53
61805,mmp13,Q,cxcr4
61806,scnn1b,GG,scnn1g
61807,lymphoma,ML,csf3
61808,csf2,P,esophagitis
61809,isotretinoin,Sa,hypercalcemia
61810,simvastatin,T,malaria
61811,fto,Q,lrp5
61812,ilk,E,il6
61813,gastrointestinal neoplasms,ML,hmgb1
61814,celecoxib,T,urologic neoplasms
61815,myo1e,GG,actg2
61816,mttp,Ra,apoe
61817,cyp11a1,GG,arnt
61818,vegfa,Q,cd34
61819,hla g,Rg,il10
61820,warfarin,CC,cefepime
61821,isosorbide dinitrate,CC,hexobarbital
61822,crabp1,Rg,mgmt
61823,neoplasms,ML,cyld
61824,f2,GG,f5
61825,trim33,GG,pms2
61826,acetazolamide,T,acquired immunodeficiency syndrome
61827,eif2s3,GG,aip
61828,letrozole,Pr,pain
61829,ace2,P,heart diseases
61830,nizatidine,CC,varenicline
61831,prkci,E,sptbn1
61832,il10,E,cyp1a1
61833,mcl1,Rg,jun
61834,serpinc1,Rg,vcp
61835,il4,Q,crebbp
61836,prpf6,GG,atic
61837,sotalol,CC,l dopa
61838,etfa,GG,suclg2
61839,anxa3,E,egfr
61840,hydrocortisone,T,ventilator induced lung injury
61841,penicillamine,T,connective tissue diseases
61842,sgk1,Ra,hdac4
61843,cd4,Q,ins
61844,warfarin,T,lupus erythematosus systemic
61845,agrn,GG,tnxb
61846,kcnj1,U,hyperaldosteronism
61847,pisd,GG,ptdss1
61848,mag,GG,ngfr
61849,epha1,GG,dyrk4
61850,ngfr,Te,arteriosclerosis
61851,shmt1,Ra,enosf1
